time size
10972 1820000
11107 1825000
12620 1830000
13870 1835000
12989 1840000
11881 1845000
13400 1850000
13041 1855000
12323 1860000
12812 1865000
12431 1870000
11421 1875000
12315 1880000
12656 1885000
11386 1890000
11682 1895000
12020 1900000
12615 1905000
12147 1910000
13111 1915000
12672 1920000
13403 1925000
13152 1930000
12720 1935000
12711 1940000
13755 1945000
12911 1950000
13073 1955000
13440 1960000
13636 1965000
12819 1970000
13136 1975000
12881 1980000
14130 1985000
13754 1990000
13241 1995000
13254 2000000
12609 2005000
14561 2010000
13850 2015000
13612 2020000
14165 2025000
14473 2030000
13732 2035000
13479 2040000
13438 2045000
14034 2050000
14032 2055000
14930 2060000
14187 2065000
13345 2070000
13811 2075000
14359 2080000
14490 2085000
15045 2090000
14063 2095000
13607 2100000
14253 2105000
14543 2110000
13927 2115000
13404 2120000
12153 2125000
12784 2130000
13022 2135000
13452 2140000
13672 2145000
13124 2150000
12004 2155000
12180 2160000
13096 2165000
13308 2170000
12012 2175000
12691 2180000
12903 2185000
13120 2190000
12716 2195000
14692 2200000
13947 2205000
12067 2210000
13525 2215000
12650 2220000
12251 2225000
13302 2230000
12480 2235000
13968 2240000
13936 2245000
14002 2250000
15240 2255000
12935 2260000
14220 2265000
14769 2270000
15784 2275000
14362 2280000
14471 2285000
14465 2290000
15136 2295000
14113 2300000
14716 2305000
15232 2310000
15689 2315000
14280 2320000
14094 2325000
14881 2330000
14303 2335000
14856 2340000
15561 2345000
16494 2350000
14944 2355000
14517 2360000
14442 2365000
13974 2370000
15019 2375000
14925 2380000
12815 2385000
15751 2390000
14109 2395000
13397 2400000
15514 2405000
14765 2410000
15017 2415000
15489 2420000
15479 2425000
15545 2430000
15354 2435000
15880 2440000
16660 2445000
14190 2450000
14998 2455000
15864 2460000
15524 2465000
16676 2470000
16569 2475000
15224 2480000
16679 2485000
16780 2490000
16669 2495000
15313 2500000
