time size
1811 1860100
1634 1865100
1627 1870100
1496 1875100
1611 1880100
1591 1885100
1656 1890100
1679 1895100
1871 1900100
1848 1905100
1673 1910100
1646 1915100
1615 1920100
1680 1925100
1717 1930100
1593 1935100
1524 1940100
1662 1945100
1992 1950100
1694 1955100
1836 1960100
1656 1965100
1665 1970100
1734 1975100
1710 1980100
1791 1985100
1646 1990100
1709 1995100
1759 2000100
1676 2005100
1704 2010100
1824 2015100
1780 2020100
1679 2025100
1775 2030100
1673 2035100
1958 2040100
1761 2045100
1892 2050100
1920 2055100
1799 2060100
1760 2065100
1779 2070100
1797 2075100
1788 2080100
1755 2085100
1807 2090100
1775 2095100
1735 2100100
1808 2105100
1861 2110100
1728 2115100
1723 2120100
1868 2125100
1729 2130100
1857 2135100
1785 2140100
1840 2145100
1869 2150100
1935 2155100
2095 2160100
1861 2165100
1842 2170100
1875 2175100
1814 2180100
1868 2185100
1956 2190100
1854 2195100
2013 2200100
1986 2205100
2017 2210100
2009 2215100
1783 2220100
2064 2225100
1929 2230100
2157 2235100
1947 2240100
1903 2245100
1931 2250100
1884 2255100
1908 2260100
2037 2265100
1960 2270100
1885 2275100
1893 2280100
1906 2285100
1907 2290100
2126 2295100
1918 2300100
1882 2305100
1968 2310100
1871 2315100
2305 2320100
2011 2325100
1992 2330100
1917 2335100
1994 2340100
1853 2345100
2039 2350100
2073 2355100
2071 2360100
2263 2365100
2132 2370100
2052 2375100
2313 2380100
2233 2385100
2054 2390100
2095 2395100
2022 2400100
2097 2405100
2299 2410100
2076 2415100
2289 2420100
2058 2425100
2135 2430100
2126 2435100
2150 2440100
2104 2445100
2187 2450100
2035 2455100
2330 2460100
2127 2465100
2216 2470100
2047 2475100
2131 2480100
2027 2485100
2126 2490100
2173 2495100
2103 2500100
